review_title,hotel_name,avg_rating,nationality,rating,review_text,year,month,season,residence_type,trip_type,traveller_type,stay_length,label
Ideal place for a relaxed stay in the more glamourous part of the Belgian coast.,The Memlinc,7.6,Belgium,10.0,"Nothing,

Big room with a large terrace overlooking the main square of Le Zoute and the sea. Centrally located. Great bar on the rooftop. Breakfast, within the current COVID-19 restrictions, was well organized and OK. We tried both restaurants, the Bistrot and the Seafood Restaurant. Both excellent. Not really cheap but hey, this is Le Zoute! Staff very friendly and helpful.",2020,August,Summer,twin,leisure trip,couple,3,1
Good,Hotel Montana,8.1,Russia,7.9,"Actual worm in the bed on first day.,

Location, breakfast, staff.",2019,August,Summer,single,leisure trip,solo traveller,4,1
Exceptional,Institute Of Cultural Affairs,8.7,United Kingdom,10.0,There are no comments available for this review,2019,April,Spring,single,business trip,solo traveller,1,1
Superb,Square Hotel,8.9,Czech Republic,9.2,There are no comments available for this review,2018,November,Autumn,triple,business trip,group,1,1
Highly recommend the hotel!,Aparthotel Adagio Access Bruxelles Europe Aparthotel,8.7,Ukraine,10.0,"The hotel is great, you have all that you need. All devices to cook or warm meal in your room. Pleasant and very helpful staff, amazing breakfasts where you can even prepare Belgium waffles :-)",2020,March,Spring,studio,business trip,group,2,1
too expensive hotel but comfortable,Novotel Brussels City Centre,8.5,Italy,8.8,There are no comments available for this review,2019,April,Spring,double,business trip,solo traveller,2,1
Fabulous,Aloft Brussels Schuman,8.8,France,8.8,There are no comments available for this review,2019,June,Summer,loft,leisure trip,couple,1,1
Exceptional,Hotel Boterhuis,8.8,United Kingdom,10.0,Friendly boutique hotel. Very well situated.,2019,November,Autumn,double,leisure trip,couple,1,1
exceptionally good hotel for the money - try the breakfast!,NH Collection Brussels Grand Sablon,8.9,Italy,9.0,"the weather, but not their fault :),

breakfast is fantastic, one of the best in a 4 star hotel I can remember.",2020,February,Winter,double,business trip,solo traveller,1,1
Nice hotel in city center,Alliance Hotel Ieper Centrum,7.5,Belgium,8.0,"Everything was okay.,

Very friendly reception. 
Nice rooms with a joint terrace outside.
Great breakfast",2021,June,Summer,double,leisure trip,couple,1,1
Good,Mercure Hotel Brussels Centre Midi,7.8,Netherlands,7.0,"The location was hard to find due to al road closures. Garage good but very small for SUV. Hotel was good, but the surroundings area not, quite lot of shady people. And unfortunatley Welness closed.,

Nearby station for travel. Friendly staff.",2021,July,Summer,double,business trip,solo traveller,1,0
Exceptional,B&B Hof Beygaert,9.5,Czech Republic,9.6,"I really loved the accommodation. The lady who runs the place is very friendly. The rooms are in an old farm which has been renovated with much taste. The breakfast was very good. Although not far away from a rather busy street, the house is in a quite neighbourhood where you can sleep with an open window and in the morning enjoy the birds singing.",2019,September,Autumn,double,business trip,solo traveller,1,1
Exceptional,Aparthotel Adagio Access Bruxelles Europe Aparthotel,8.7,United Kingdom,10.0,"bathroom drainage is bit blocked,

easygoing place",2019,September,Autumn,studio,business trip,solo traveller,10,1
Good,Hotel Complex Luchesa,8.2,Lithuania,7.1,"pillow,

Staff.",2019,April,Spring,single,business trip,solo traveller,1,1
Exceptional,Hotel De Castillion - Small elegant family hotel,9.5,Belgium,10.0,There are no comments available for this review,2019,September,Autumn,other,leisure trip,couple,1,1
Exceptional,Domaine de Ronchinne - Château et Ecuries,8.0,United Kingdom,9.6,"The Château was in a great location, all the staff were very friendly and spoke good English. Both the evening meal and breakfast were very nice and there was a good selection for both. Would happily visit again.",2019,July,Summer,double,leisure trip,couple,2,1
Passable,Hotel Biskajer Adults Only,8.3,Netherlands,5.4,"Rude staff, had only one key and cannot enter the hotel (even during the day) without the key, vending machine had a defect so there was no drinkable water in the hotel.,

Excellent location",2019,December,Winter,double,leisure trip,couple,2,0
Vgood stay.,Hotel Melba,8.8,Ireland,10.0,"Friendly staff, lovely hotel, vgood breakfast, great location. Quiet location in town with lots of free parking. Very short walk to town centre steeped in wwii history. Short drive to the fox holes where the 101s and the museum not far from that too and pattons memorial.",2019,May,Spring,double,leisure trip,people with friends,2,1
Good,Hotel Esperance,8.1,Romania,7.1,"Lack of an elevator. Cleanliness should be better.,

Good location. Friendly staff.",2019,April,Spring,double,business trip,couple,1,1
Pleasant stay in a contemporary apartment centrally located.,For Four Flat,9.5,United Kingdom,9.6,"Unfortunately we couldn’t get the grill and microwave to work. It didn’t matter so much as we went out every night.,

The beds were very comfortable and the linen of a high standard. The open-plan sitting room with kitchen was a nice space with a lot of natural light. The kitchen was well equipped with extras provided like coffee, tea etc. There was even a free bottle of wine in the fridge.",2019,April,Spring,apartment,leisure trip,couple,2,1
Exceptional,Complex Comfort,9.2,Lebanon,10.0,"Towels need to be renewed ...new sets are a must 
,

All was very clean...",2018,November,Autumn,apartment,business trip,solo traveller,2,1
Fabulous,ibis Liège Centre Opéra,7.7,United Kingdom,8.8,"Airflow in the room was poor but the fan available resolved this ,

Friendly staff and very central",2020,January,Winter,double,leisure trip,couple,1,1
Good,Aris Grand Place Hotel,8.3,Turkey,7.1,"The room i was given (room 112 or 113 i guess) was an aftermade room, it was so small, cold, air conditioning wasn't effective at all, window was an old type and i got cold during night. Price for that room was unacceptable.,

Breakfast was good and the bed was quite comfortable. Also it's located literally in the center of brussels.",2019,October,Autumn,single,business trip,group,3,1
Perfect location and comfort for Minsk.,Hotel Minsk,8.6,United States,9.6,"Great, comfortable room.  EXCELLENT location",2019,May,Spring,double,leisure trip,couple,2,1
Exceptional,B&B La Chabetaine,9.7,Germany,10.0,There are no comments available for this review,2018,October,Autumn,double,leisure trip,couple,1,1
Very good,Institute Of Cultural Affairs,8.7,Netherlands,8.3,There are no comments available for this review,2019,June,Summer,single,business trip,solo traveller,1,1
"Convenient, secure and amazing architecture.",Maison Jamaer,9.2,United Kingdom,10.0,The house and room are superb. A sanctuary away from busy Brussels centre. Short walk to the station or the grand place. Host was very helpful and friendly.,2018,November,Autumn,double,leisure trip,couple,2,1
Exceptional,B&B Exclusive Guesthouse Bonifacius,9.7,United Kingdom,9.6,There are no comments available for this review,2019,December,Winter,suite,leisure trip,couple,2,1
Excellent,Mercure Antwerp City South,7.9,Spain,9.6,Courtain in the shower,2019,September,Autumn,double,business trip,solo traveller,2,1
Exceptional,NH Brussels EU Berlaymont,8.5,Spain,9.6,There are no comments available for this review,2018,November,Autumn,double,leisure trip,couple,2,1
Passable,Best Western Plus Park Hotel Brussels,8.1,United Kingdom,5.0,There are no comments available for this review,2020,February,Winter,single,business trip,solo traveller,1,0
Very good,Hotel Aazaert by WP Hotels,8.6,Belgium,8.3,There are no comments available for this review,2019,August,Summer,other,leisure trip,couple,2,1
Exceptional,Steigenberger Wiltcher's,8.7,Lithuania,10.0,There are no comments available for this review,2020,February,Winter,other,business trip,solo traveller,1,1
Exceptional,Grand Prix Resort - Spa-Francorchamps,8.6,South Africa,9.6,"Staff are extremely helpful and friendly. The atmosphere at the camp, just adds to the amazing experience.",2019,September,Autumn,tent,leisure trip,couple,4,1
Good,La Valse Lente,9.1,South Africa,7.1,"The host was friendly, but could not speak a word of English. This made it difficult to find place etc. ,

It was nice to stay on a boay. Breakfast was good",2018,August,Summer,double,leisure trip,couple,2,1
Beautifully chic B&B and amazing host!,La Maison de Nathalie,9.5,United Kingdom,10.0,"Nothing!,

Nathalie is one of those unique hosts who provide brilliant comfort, hospitality and is on hand to give you the best recommendations. She was beyond helpful and her recommendations made our time so special in Bruges. The B&B is so beautiful, modern and clean. The beds were so comfortable and the shower was great! Plus, the breakfast was so generous and amazing! Thank you Nathalie for our great stay!!",2019,June,Summer,double,leisure trip,couple,3,1
Exceptional,Le Durbuysien,8.9,Belgium,10.0,Best location in town,2020,September,Autumn,double,leisure trip,group,1,1
Good,Studio Rempart,8.7,Malta,7.1,"No air conditioning!!,

Location and furniture",2019,June,Summer,studio,business trip,solo traveller,2,1
"stylish & cozy but me,being an old hag,missed the closet and intimacy (glass bath door)",Hygge Hotel,8.6,Romania,8.0,There are no comments available for this review,2020,January,Winter,twin,business trip,group,3,1
Passable,Hostel Bruegel,8.4,Italy,5.4,"the wifi didn't work properly in the dorm, nor in  the hall or the kitchen.The showers on my floor were broken so i had to use the ones on the second floor and in the shower there was not even a hook to hand your clothes/ bathrobeThe 4 bed dorm was too small",2019,January,Winter,dormitory,leisure trip,solo traveller,2,0
Very very nice!,Guest House Huyze Die Maene,8.8,United States,10.0,"Need better pillows for sleeping...they were uncomfortable,

Loved loved the location!!!   Loved the beautiful architecture and lovely windows in our room.Was super roomy and nice.  The restaurant at hotel is delicious as well.",2019,September,Autumn,other,leisure trip,group,1,1
